comic_name,active_years,issue_title,publish_date,issue_description,penciler,writer,cover_artist,Imprint,Format,Rating,Price
John Romita Jr. 30th Anniversary (2006),(2006),John Romita Jr. 30th Anniversary (2006) #21,"March 21, 2007","Thirty years ago, a young John Romita Jr. walked into the Marvel Comics offices, looking for work as an artist. Despite his impressive legacy as the son of famed Spider-Man artist John Romita Sr., Romita Jr. faced a difficult entry into the intensively competitive field. But through the years, Romita Jr. proved without a doubt he possessed the rare skill, creativity and dedication to be a successful professional. Crafting a historic career that places him among the industry's elite talents, he has illustrated nearly every Marvel character - from Spider-Man to the X-Men. In celebration of Romita Jr.'s illustrious body of work, this keepsake edition features a brand new story written by Neil Gaiman, an all-new interview with the acclaimed artist, a gallery of his most memorable covers and pinups, rare sketches, a comprehensive chronology, testimonials and congratulations from fellow writers and artists, and more! Also including Romita Jr.'s first Marvel work from AMAZING SPIDER-MAN ANNUAL #11!
64 PGS./No Ads/Rated T+ ...$3.99",John Romita,Neil Gaiman,John Romita, MARVEL UNIVERSE, Comic, RATED T+, $3.99
Journey Into Mystery (1952 - 1966),(1952 - 1966),Journey Into Mystery (1952) #122,"November 01, 1965","Thor is blackmailed by reporter Harris Hobbs, who has snagged pictures of the Thunder God transitioning from Thor to Don Blake!",Jack Kirby,Stan Lee,,, Comic,, Free
Journey Into Mystery (1952 - 1966),(1952 - 1966),Journey Into Mystery (1952) #104,"May 01, 1964","Loki berates his lackeys Enchantress and Executioner for failing to disarm Thor. On Midgard, Thor encounters Skaag, a massive Storm Giant that escaped Asgard after getting past Balder. Now, Thor and Balder must defeat Skaag and his fire demon before mortal life is lost!","Don Heck, Chic Stone",Stan Lee,,, Comic,, Free
Journey Into Mystery (1952 - 1966),(1952 - 1966),Journey Into Mystery (1952) #93,"June 01, 1963","Thor's powers are useless against the Radioactive Man, who uses his own strange abilities to hypnotize the God of Thunder! Can the Odinson break free from the oppressive power of this Communist Monster from the East?!",Jack Kirby,"Stan Lee, Robert Bernstein",,, Comic,, Free
Journey Into Mystery (1952 - 1966),(1952 - 1966),Journey Into Mystery (1952) #92,"May 01, 1963",Thor's hammer has been stolen! Who is responsible for this treacherous deed and will Thor be able to retrieve his mighty weapon?,,,,, Comic,, Free
Journey Into Mystery (1952 - 1966),(1952 - 1966),Journey Into Mystery (1952) #90,"March 01, 1963",,,,,, Comic,, Free
Journey Into Mystery (1952 - 1966),(1952 - 1966),Journey Into Mystery (1952) #66,"March 01, 1961",,Jack Kirby,"Larry Lieber, Stan Lee",,, Comic,, Free
Journey Into Mystery (1952 - 1966),(1952 - 1966),Journey Into Mystery (1952) #64,"January 01, 1961",,Jack Kirby,"Larry Lieber, Stan Lee",,, Comic,, Free
Journey Into Mystery (1952 - 1966),(1952 - 1966),Journey Into Mystery (1952) #58,"May 01, 1960",,"Don Heck, Jack Kirby","Stan Lee, Larry Lieber",,, Comic,, Free
Journey Into Mystery (1952 - 1966),(1952 - 1966),Journey Into Mystery (1952) #51,"March 01, 1959",,Jack Kirby,"Stan Lee, Larry Lieber",,, Comic,, Free
Journey Into Mystery (1952 - 1966),(1952 - 1966),Journey Into Mystery (1952) #47,"June 01, 1957",,,,,, Comic,, Free
Journey Into Mystery (1952 - 1966),(1952 - 1966),Journey Into Mystery (1952) #45,"April 01, 1957",,,,,, Comic,, Free
Journey Into Mystery (1952 - 1966),(1952 - 1966),Journey Into Mystery (1952) #42,"January 01, 1957",,,,,, Comic,, Free
Journey Into Mystery (1952 - 1966),(1952 - 1966),Journey Into Mystery (1952) #41,"December 01, 1956",,,,,, Comic,, Free
Journey Into Mystery (1952 - 1966),(1952 - 1966),Journey Into Mystery (1952) #35,"June 01, 1956","Transported through time, a man realizes the importance of his invention to create artificial solar power.",,,,, Comic,, Free
Journey Into Mystery (1952 - 1966),(1952 - 1966),Journey Into Mystery (1952) #23,"March 01, 1955",A Martian has a craving to steal Earth's mightiest landmarks!,,,,, Comic,, Free
Journey Into Mystery (1952 - 1966),(1952 - 1966),Journey Into Mystery (1952) #17,"August 01, 1954","Given the ability to steal items and people from the television set, a man will soon take something that he will deeply regret!",,,,, Comic,, Free
Journey Into Mystery (1952 - 1966),(1952 - 1966),Journey Into Mystery (1952) #3,"October 01, 1952",A murderer runs from the police and finds himself in a bar. He seems to be alone with just a bartender until the ghosts of those he's killed keep him company.,,,,, Comic,, Free
Journey Into Mystery (1952 - 1966),(1952 - 1966),Journey Into Mystery (1952) #1,"June 01, 1952","Someone decides to steal flowers from burial sites, until the dead come to take back what's rightfully theirs.",,,,, Comic,, Free
Journey Into Mystery (1996 - 1998),(1996 - 1998),Journey Into Mystery (1996) #511,"August 01, 1997",,,,,, Comic,, Free
Journey Into Mystery (2011 - 2013),(2011 - 2013),Journey Into Mystery (2011) #651,"April 24, 2013","Mayhem in the mess hall! Horror in the hash house! Volstagg's daughter, Hildegund, only wanted a midnight snack! But something else is rampaging in the lower kitchens of Asgardia and she's going to have to wake the whole house to fight it. Sif! Thor! The Warrior's Three! Heimdall's dog! All join forces to chain this beast once and for all. Unfortunately, everything they need to do it? Never EXISTED!",Jeffrey Becker,Kathryn Immonen,,, Comic,, $2.99
Journey Into Mystery (2011 - 2013),(2011 - 2013),Journey Into Mystery (2011) #643,"September 12, 2012","EVERYTHING BURNS Part Four. With the nine realms aflame and Asgardia besieged on all sides, a desperate Loki journeys into the heart of Surtur's fiery kingdom to...parlay?",Alan Davis,Kieron Gillen,,, Comic,, $2.99
Journey Into Mystery (2011 - 2013),(2011 - 2013),Journey Into Mystery (2011) #642,"August 29, 2012",Rebellion against Asgard! The start of the second Aesir/Vanir war! What dread power has the Vanir harnessed to stand against Thor? Loki's mischief is revealed. Will he or Asgardia survive?,Alan Davis,Matt Fraction,,, Comic,, $2.99
Journey Into Mystery (2011 - 2013),(2011 - 2013),Journey Into Mystery (2011) #634,"February 08, 2012",Daimon Hellstrom guest stars and helps Loki in a global chase to hunt down the bad dreams of FEAR ITSELF!,Stephanie Hans,Kieron Gillen,,, Comic,, $2.99
Journey Into Mystery (2011 - 2013),(2011 - 2013),Journey Into Mystery (2011) #629,"October 19, 2011","FEAR ITSELF TIE-IN Continuing his search for The Serpent's stronghold, kid Loki must cross through the bowels of the netherworld itself.",Matt Fraction,Kieron Gillen,Whilce Portacio,, Comic,, $2.99
JOURNEY INTO UNKNOWN WORLDS 1 (2019),(2019),JOURNEY INTO UNKNOWN WORLDS 1 (2019) #1,"January 30, 2019","ALL-NEW SCI-FI STORY! In celebration of Marvel's 80th anniversary and the comic books that captivated hearts and minds across generations, join us for two scintillating sci-fi stories - the first an extraterrestrial adventure by Cullen Bunn the likes of which haven't been seen in this or any other decade, and the second a tale of terror by Clay McLeod Chapman that could take place in your very own back yard! The secrets of the universe lie waiting to be discovered, True-Believers, on a JOURNEY TO UNKNOWN WORLDS!","Guillermo Sanna, Francesco Manna","James Beard, Clay Chapman, Cullen Bunn",Mike Mckone, Marvel Universe, Comic, Rated T+, $3.99
Journey to Star Wars: The Force Awakens - Shattered Empire (2015),(2015),Journey to Star Wars: The Force Awakens - Shattered Empire (2015) #4,"October 21, 2015","Concluding the first new-canon comic tale set between episodes VI and VII! As the Empire Shatters around them, Rebel heroes fight for a better tomorrow! Greg Rucka (Punisher, Cyclops, Wolverine) and Marco Checchetto (Punisher, Avengers World) take us into the more recent long, long time ago!",Marco Checchetto,Greg Rucka,,, Comic,, $3.99
Journey to Star Wars: The Last Jedi - Captain Phasma (2017),(2017),Journey to Star Wars: The Last Jedi - Captain Phasma (2017) #1,"September 06, 2017","As the excitement ramps up for this December's Star Wars: The Last Jedi, come back with us to the final moments of The Force Awakens and the destruction of Starkiller Base to learn the fate of Captain Phasma! Captured by the Resistance and thrown into a garbage masher, we follow the chrome-adorned warrior from the site of the First Order's biggest defeat to the doorstep of this holiday season's biggest blockbuster!",Marco Checchetto,Kelly Thompson,Paul Renaud,, Comic, Rated T, $3.99
Journey to Star Wars: The Rise of Skywalker - Allegiance (2019 - 2020),(2019 - 2020),Journey to Star Wars: The Rise of Skywalker - Allegiance (2019) #3,"October 23, 2019","BEFORE THE EXCITING EVENTS OF STAR WARS: THE RISE OF SKYWALKER! Decades after Imperial occupation enslaved the their planet, there are those willing to stop at nothing to prevent another war from bloodying the waters of Mon Cala.",Luke Ross,Ethan Sacks,Marco Checchetto,, Comic, Rated T, $3.99
Juggernaut (2020 - 2021),(2020 - 2021),Juggernaut (2020) #1,"September 23, 2020","READY OR 'NAUT, HERE HE COMES! A mystic gem. A force of overwhelming power. Nothing can stop the Juggernaut. Except himself. Another building falls. Cain Marko is done letting others pick up the pieces of the things he's destroyed. Renowned X-scribe Fabian Nicieza (X-FORCE, DEADPOOL) and celebrated artist Ron Garney (CAPTAIN AMERICA, DAREDEVIL) team up to take the unstoppable in a new bold new direction!",Ron Garney,Fabian Nicieza,Geoffrey Shaw,, Comic, Rated T+, $3.99
Jungle Action (1972 - 1976),(1972 - 1976),Jungle Action (1972) #23,"September 01, 1976","NOT A CHAPTER OF ""PANTHER'S RAGE."" This issue reprints Daredevil (1964) #69: A Panther/Daredevil team-up set in New York City!",Gene Colan,Roy Thomas,,, Comic,, Free
Jungle Action (1972 - 1976),(1972 - 1976),Jungle Action (1972) #22,"July 01, 1976",PANTHER'S RAGE: PART 17: Monica imagines what America's Reconstruction Era would look like had Black Panther been involved.,Rich Buckler,Don Mcgregor,,, Comic,, Free
Jungle Action (1972 - 1976),(1972 - 1976),Jungle Action (1972) #3,"February 01, 1973","Reprinting material from Lorna the Jungle Queen #4, Jungle Action Vol. 1 #4, and Jungle Tales #1.",,,,, Comic,, Free
Ka-Zar (1974 - 1977),(1974 - 1977),Ka-Zar (1974) #5,"September 01, 1974",El Tigre undergoes a strange mutation!,Don Heck,Mike Friedrich,Gil Kane,, Comic,, Free
Ka-Zar (1974 - 1977),(1974 - 1977),Ka-Zar (1974) #2,"March 01, 1974","KA-ZAR and SHANNA aren't too keen on the idea of becoming human sacrifices. But when a triceratops rampages through their village, the Fall People are convinced Ka-Zar's blasphemy is to blame!",Don Heck,Mike Friedrich,Gaspar Saladino,, Comic,, Free
Ka-Zar (1981 - 1984),(1981 - 1984),Ka-Zar (1981) #34,"October 01, 1984","Final issue. For this farewell, you'll see Ka-Zar transported to another dimension--but what awaits the Jungle Lord in the Land of Cancelled Heroes--we cannot say!",Paul Neary,Mike Carlin,Paul Neary,, Comic,, Free
Ka-Zar (1981 - 1984),(1981 - 1984),Ka-Zar (1981) #28,"October 01, 1983",Trouble in Paradise,Armando Gil,"Mike Carlin, Bruce Jones",Armando Gil,, Comic,, Free
Ka-Zar (1981 - 1984),(1981 - 1984),Ka-Zar (1981) #25,"April 01, 1983",“Escape from New York!” The battle you never thought you’d see: Ka-Zar versus Spider-Man! But why are these allies playing for keeps?,"Val Mayerik, Ron Frenz",Bruce Jones,Ron Frenz,, Comic,, Free
Ka-Zar (1981 - 1984),(1981 - 1984),Ka-Zar (1981) #18,"September 01, 1982","Who is Ramona Starr, AKA a “Stranger in Paradise”?","Val Mayerik, Brent Anderson",Bruce Jones,Brent Anderson,, Comic,, Free
Ka-Zar (1981 - 1984),(1981 - 1984),Ka-Zar (1981) #12,"March 01, 1982",Ka-Zar enters the ninth level of the underworld to take on demon lord Belasco!,"Gil Kane, Brent Anderson",Bruce Jones,,, Comic,, Free
Ka-Zar (1981 - 1984),(1981 - 1984),Ka-Zar (1981) #5,"August 01, 1981","Tongah, Ka-Zar's best friend, is ill with a deadly disease easily treated by modern medicine. Will Ka-Zar be able to help him, or will he lose his best friend?",Brent Anderson,Bruce Jones,Brent Anderson,, Comic,, Free
Ka-Zar (1997 - 1999),(1997 - 1999),Ka-Zar (1997) #8,"December 01, 1997",What happens when a city becomes the SAVAGE LAND?!,Andy Kubert,Mark Waid,Andy Kubert,, Comic,, Free
Ka-Zar (1997 - 1999),(1997 - 1999),Ka-Zar (1997) #1,"May 01, 1997",Ka-Zar by Mark Waid and Andy Kubert!,,,,, Comic,, Free
Kabuki #1 (Variant) (2004),(Variant) (2004),Kabuki #1 (Variant) (2004),"July 14, 2004","""THE ALCHEMY"" PART 1 It's a new start for Kabuki and the perfect jumping-on issue for new readers! When you are a former operative for a Japanese agency, how do you start a new life? You've heard about all the awards... You've heard everyone talking about why Kabuki is so amazing and mind-blowing... Now is the chance to see what all the talk is about! From the award-winning writer and artist of Daredevil that brought you ""Parts of a Hole,"" ""Wake Up,"" and ""Echo,"" this new series marks the 10th anniversary of Kabuki and features a special chronology of Kabuki's early beginnings, including never-before-published Kabuki art by BRIAN MICHAEL BENDIS.",,David Mack,, ICON, Comic, MARVEL PSR, $2.99
Kabuki (2004 - 2007),(2004 - 2007),Kabuki (2004) #9,"December 05, 2007","""THE ALCHEMY"" Pt. 9
The story climaxes in this ultimate resolution and fallout to Kabuki's strike at the Noh. Only one side is left standing as Akemi's entire plan unfolds, and a new order emerges. It's a new start for KABUKI and the perfect jumping-on issue for new readers! You've heard about all the awards. You've heard everyone talking about why KABUKI is so amazing and mind-blowing. Now is the chance to see what all the talk is about!
32 PGS./Rated T+... $2.99",David Mack,David Mack,, ICON, Comic, PARENTAL ADVISORY/EXPLICIT CONTENT, $2.99
Kanan - The Last Padawan (2015 - 2016),(2015 - 2016),Kanan - The Last Padawan (2015) #12,"March 16, 2016","The rebels' adventures on Kaller come to an end! But when a friend from Kanan's past needs help, he stays behind...The look into the past of the former Jedi concludes here!",Andrea Broccardo,Greg Weisman,Mark Brooks,, Comic,, $3.99
Kanan - The Last Padawan (2015 - 2016),(2015 - 2016),Kanan - The Last Padawan (2015) #10,"January 27, 2016",Caleb Dume's first days in The Clone Wars continue...Master Billaba brings her Padawan and their clones to the Battle of Mygeeto. Separatist Generals Sear and Grievous lay in wait...,Pepe Larraz,Greg Weisman,Mark Brooks,, Comic, Rated T, $3.99
Kanan - The Last Padawan (2015 - 2016),(2015 - 2016),Kanan - The Last Padawan (2015) #6,"September 23, 2015","A tale from the time of Rebels! No longer a Padawan, the adult Kanan finds himself back on the planet Kaller...Will his past as Caleb Dume return to haunt him?",Pepe Larraz,Greg Weisman,,, Comic,, $3.99
Kanan - The Last Padawan (2015 - 2016),(2015 - 2016),Kanan - The Last Padawan (2015) #4,"July 22, 2015","When being a Jedi makes him a target, what can a Padawan do? Betrayed by those he once called friends, young Caleb Dume learns to survive as a smuggler! Continuing the story of the secret origins of Star Wars Rebels' Kanan Jarrus!",Mark Brooks,Greg Weisman,,, Comic,, $3.99
