comic_name,active_years,issue_title,publish_date,issue_description,penciler,writer,cover_artist,Imprint,Format,Rating,Price
The Amazing Spider-Man (1963 - 1998),(1963 - 1998),The Amazing Spider-Man (1963) #104,"January 01, 1972",Spider-Man and Ka-Zar must face the architect of Gwen's kidnapping: Kraven the Hunter!,Gil Kane,Roy Thomas,,, Comic,, Free
The Amazing Spider-Man (1963 - 1998),(1963 - 1998),The Amazing Spider-Man (1963) #80,"January 01, 1970","While Peter and Gwen work out their relationship issues, the Chameleon strikes!",John Buscema,Stan Lee,,, Comic,, Free
The Amazing Spider-Man (1963 - 1998),(1963 - 1998),The Amazing Spider-Man (1963) #78,"November 01, 1969","The Prowler is born! But why is he sneaking into the Daily Bugle? Plus, is Peter's jealousy of Gwen and Flash warranted?",John Buscema,Stan Lee,,, Comic,, Free
The Amazing Spider-Man (1963 - 1998),(1963 - 1998),The Amazing Spider-Man (1963) #76,"September 10, 1969",,,John Romita,,, Comic,, $0.15
The Amazing Spider-Man (1963 - 1998),(1963 - 1998),The Amazing Spider-Man (1963) #67,"December 01, 1968",Mysterio has miniaturized Spider-Man and placed him in a tiny amusement park. Can Spider-Man survive this deadly Hall of Mirrors?,John Romita,Stan Lee,,, Comic,, Free
The Amazing Spider-Man (1963 - 1998),(1963 - 1998),The Amazing Spider-Man (1963) #39,"August 01, 1966","Peter Parker never seems to catch a break, at least not under the pencils of legendary artist John Romita.",John Romita,Stan Lee,,, Comic,, Free
The Amazing Spider-Man (1963 - 1998),(1963 - 1998),The Amazing Spider-Man (1963) #34,"March 01, 1966","Enter Kraven the Hunter! Kraven has isolated himself in the wilderness to brew and plot revenge against Spider-Man. When Kraven returns to New York to hunt down his prey, Spider-Man is caught unawares.",Steve Ditko,"Stan Lee, Steve Ditko",,, Comic,, Free
The Amazing Spider-Man (1963 - 1998),(1963 - 1998),The Amazing Spider-Man (1963) #32,"January 01, 1966","The true identity of the Master Planner revealed! But why is the villain collecting radioactive materials? And what's with those strange experiments? Plus, Peter continues to deal with the stresses of Aunt May's illness and the pressures of being a full-time student.",Steve Ditko,"Steve Ditko, Stan Lee",,, Comic,, Free
The Amazing Spider-Man (1963 - 1998),(1963 - 1998),The Amazing Spider-Man (1963) #31,"December 01, 1965","Spider-Man starts college! But before he does, the web-slinger must track down some crooks who have recently acquired nuclear cargo. With Aunt May ill at home, and Peter's personal life in disarray, will Spider-Man be able to tackle freshman year and a new villain by the name of Master Planner?",Steve Ditko,"Stan Lee, Steve Ditko",,, Comic,, Free
The Amazing Spider-Man (1963 - 1998),(1963 - 1998),The Amazing Spider-Man (1963) #29,"October 01, 1965","The return of the Scorpion! The deadly villain has sworn vengeance on Spider-Man and J. Jonah Jameson, and will stop at nothing to destroy them both!",Steve Ditko,"Stan Lee, Steve Ditko",,, Comic,, Free
The Amazing Spider-Man (1963 - 1998),(1963 - 1998),The Amazing Spider-Man (1963) #28,"September 01, 1965",The menace of the Molten Man! Learn the origin of Spider-Man's strangest new foe!,Steve Ditko,"Stan Lee, Steve Ditko",,, Comic,, Free
The Amazing Spider-Man (1963 - 1998),(1963 - 1998),The Amazing Spider-Man (1963) #21,"February 10, 1965",It's Spider-Man and the Human Torch vesus the Beetle!,,Steve Ditko,,, Comic,, $0.12
The Amazing Spider-Man (1963 - 1998),(1963 - 1998),The Amazing Spider-Man (1963) #20,"January 10, 1965",Another classic Spidey villain makes his debut. Mac Garagan is the Scorpion and he is here to defeat Spider-Man!,,,,, Comic,, $0.12
The Amazing Spider-Man (1963 - 1998),(1963 - 1998),The Amazing Spider-Man (1963) #17,"October 10, 1964","Flash Thompson invites everyone to attend the first meeting of the Spider-Man fan-club, except Peter Parker! Plus, the Return of the Green Goblin!",,,,, Comic,, $0.12
The Amazing Spider-Man (1963 - 1998),(1963 - 1998),The Amazing Spider-Man (1963) #16,"September 10, 1964","Having undergone a form of powerful hypnotic suggestion, Spider-Man duels with Daredevil, the Man Without Fear!",,Steve Ditko,,, Comic,, $0.12
The Amazing Spider-Man (1963 - 1998),(1963 - 1998),The Amazing Spider-Man (1963) #13,"June 10, 1964","Rumor has it that Spider-Man has been become a thief, robbing establishments in the middle of the night. Little does the public know that someone else is behind all these robberies...and his name is Mysterio!",,,,, Comic,, $0.12
The Amazing Spider-Man (1963 - 1998),(1963 - 1998),The Amazing Spider-Man (1963) #12,"May 10, 1964","In a daring battle against Dr. Octopus, Spider-Man is unmasked in broad daylight!",,,,, Comic,, $0.12
The Amazing Spider-Man (2014 - 2015),(2014 - 2015),The Amazing Spider-Man (2014) #16,"March 11, 2015","Spider-Verse is over, but that doesn?t mean Peter Parker is safe. Someone (or something) has invaded Parker Industries and is targeting its staff! But how? Parker Industries? security can keep out any living thing?!",Humberto Ramos,"Dan Slott, Christos Gage",,, Comic,, $3.99
The Amazing Spider-Man (2014 - 2015),(2014 - 2015),The Amazing Spider-Man (2014) #10,"November 19, 2014","SPIDER-VERSE PART 2! A spider-army is gathering to fight Morlun and his deadly family, but who will lead them? Why, only the greatest spider-hero of all, THE SUPERIOR SPIDER-MAN. Our universe's AMAZING SPIDER-MAN has an issue with that. GUEST STARRING- MILES MORALES!",Olivier Coipel,Dan Slott,,, Comic,, $3.99
The Amazing Spider-Man (2014 - 2015),(2014 - 2015),The Amazing Spider-Man (2014) #1.4,"August 27, 2014","Witness another secret chapter from the first days of Spider-Man! What started off as fun-and-games for new villain Clash turns deadly serious. As if that weren't enough, a classic Spider-Man villain joins in on the fun!",Alex Ross,Dan Slott,,, Comic,, $3.99
The Amazing Spider-Man (2014 - 2015),(2014 - 2015),The Amazing Spider-Man (2014) #2,"May 21, 2014",Electro's power is out of control! And only one person can fix it...the Superior Spider-Man! Wait. This book's the AMAZING Spider-Man now. So we're probably out of luck. Plus: That thing that freaked you out last issue? There's more on that. The return of you-know-who? There's MUCH more on that. Action! Drama! Surprises! There's MORE OF EVERYTHING!,Humberto Ramos,Dan Slott,,, Comic,, $3.99
The Amazing Spider-Man (2015 - 2018),(2015 - 2018),The Amazing Spider-Man (2015) #27,"May 10, 2017","“THE OSBORN IDENTITY” PART 3! Norman Osborn has slowly worked his way to a position of power in the Eastern European nation of Symkaria, and now has a goblin-ized army behind him. With Symkarian hero Silver Sable at his side, Spider-Man has all the forces and weaponry that Parker Industries can gather to take the battle to Norman. SPIDER-ARMY VS. GOBLIN ARMY!",Stuart Immonen,Dan Slott,,, Comic, Rated T, $3.99
The Amazing Spider-Man (2015 - 2018),(2015 - 2018),The Amazing Spider-Man (2015) #24,"February 22, 2017","A CLONE CONSPIRACY TIE-IN! Spider-Man has been through hell?The Jackal has taken his best shot, but Spider-Man doesn't need to face him alone. Discover who is joining Spider-Man in his battle!",Giuseppe Camuncoli,Dan Slott,Alex Ross,, Comic,, $3.99
The Amazing Spider-Man (2015 - 2018),(2015 - 2018),The Amazing Spider-Man (2015) #8,"February 17, 2016",Cloak and Dagger are serving MISTER NEGATIVE in his war on Spider-Man! But how?! Things get even worse as Mister Negative inverts Peter Parker himself!,Matteo Buffagni,Dan Slott,Alex Ross,, Comic, Rated T, $3.99
The Amazing Spider-Man (2015 - 2018),(2015 - 2018),The Amazing Spider-Man (2015) #1.1,"December 16, 2015","The dead are walking in Harlem and Spider-Man's going to do something about it. But when the trail leads straight to THE SANTERIANS, Spidey's finds out he bit off more than he can chew. Television's AGENT CARTER writer JOSE MOLINA and superstar artist SIMONE BIANCHI bring the heroes hidden since DAREDEVIL: FATHER back into the spotlight!",Simone Bianchi,Jose Molina,,, Comic,, $3.99
The Astonishing Ant-Man (2015 - 2016),(2015 - 2016),The Astonishing Ant-Man (2015) #10,"July 20, 2016","The epic conclusion of """"Small Time Criminal""""! It's Ant-Man vs. Darren Cross vs. The Power Broker! Finally learn how Scott landed in prison. Seriously. We promise. Dragged that one out enough.",Ramon Rosanas,Nick Spencer,Julian Totino Tedesco, Marvel Universe, Comic, Rated T+, $3.99
The Brotherhood (2001 - 2002),(2001 - 2002),The Brotherhood (2001) #4,"October 01, 2001",,,,,, Comic,, Free
The Call (2003),(2003),The Call (2003) #2,"July 01, 2003",The everyday heroes of The Marvel Universe have been changed forever - but are their newfound abilities a blessing or a curse?,,,,, Comic,, Free
The Call of Duty: The Brotherhood (2002),(2002),The Call of Duty: The Brotherhood (2002) #4,"November 01, 2002",There is something suspicious spreading in the city...and it is beyond anything an NYC firefighter has seen before.,,,,, Comic,, Free
The Cat (1972 - 1973),(1972 - 1973),The Cat (1972) #3,"April 01, 1973",The Cat’s hyper senses pick up the trail of one Commander Kraken! And a lake house retreat goes to the dogs!,,,,, Comic,, Free
The Cat (1972 - 1973),(1972 - 1973),The Cat (1972) #2,"January 01, 1973","Greer Grant stars as The Cat! It’s a Chicago skyline battle as the Cat goes claw-to-talon with The Owl, Daredevil’s enemy!",,,,, Comic,, Free
The Clone Conspiracy (2016 - 2017),(2016 - 2017),The Clone Conspiracy (2016) #5,"February 15, 2017","THE SPIDER-EVENT OF THE YEAR CONCLUDES! The Jackal takes drastic measures that Spider-Man, Spider-Gwen and Scarlet Spider could never see coming. Jackal's coup de grace not only sets a host of resurrected villains loose on the unsuspecting streets of San Francisco, but threatens the lives of everyone on Earth! After months of waiting, heartache and incredible surprises, THIS is the issue Spider-fans around the world will be talking about for years to come!",Jim Cheung,Dan Slott,Gabriele Dell'otto, Marvel Universe, Comic, Rated T+, $3.99
The Clone Conspiracy (2016 - 2017),(2016 - 2017),The Clone Conspiracy (2016) #3,"December 07, 2016",THE CLONE CONSPIRACY CONTINUES! SPIDER-MAN is on the run from his resurrected rogues! The Jackal's master plan is further revealed. Just how deep does it run? And why is Doctor Octopus playing second fiddle to the Jackal?,Jim Cheung,Dan Slott,Gabriele Dell'otto, Marvel Universe, Comic, Rated T+, $3.99
The Contest II (1999),(1999),The Contest II (1999) #5,"November 15, 1999","The very best of Earth's heroes have been selected, and their reward is... death! Who is ultimately behind the Contest? What are their true plans for our heroes... and for Earth? Find out as the final battle erupts, determining both the fate of the world and the shape of the future with ramifications not just for the aliens but for the Avengers, the Fantastic Four and the rest of the heroes who stand against them!","Michael Ryan, Oscar Jimenez",Chris Claremont,,, Comic,, Free
The Contest II (1999),(1999),The Contest II (1999) #2,"September 15, 1999","Wolverine, Spider-Man, the Thing, Rogue, Thor, Hulk and a legion of heroes are culled from the Avengers, Fantastic Four and the X-Men, and the participants of The Contest begin to wonder: could their alien hosts really have a more sinister agenda?! They better figure it out soon, before they take each other out!",Oscar Jimenez,Chris Claremont,,, Comic,, Free
The Contest II (1999),(1999),The Contest II (1999) #1,"September 01, 1999","The greatest heroes of the Marvel Universe go to war, with each other, in this all-new super slugfest! From deep space comes the Coiterie, a group of intergalactic samaritans who come to Earth seeking its most powerful champion, through all-out combat! But what could possibly make our heroes compete against one another? How about this: the victor receives a miraculous wish of their choice! In other words, the winner could once and for all save mankind!",Oscar Jimenez,Chris Claremont,,, Comic,, Free
THE DARKHOLD: WASP 1 (2020 - Present),(2020 - Present),,,,,,,,,,
The Eternals (1985 - 1986),(1985 - 1986),The Eternals (1985) #9,"June 01, 1986","Ikaris versus Thena! Following this issue, who will lead the Eternals?",Sal Buscema,Walt Simonson,Keith Pollard,, Comic,, Free
The Eternals (1985 - 1986),(1985 - 1986),The Eternals (1985) #7,"April 01, 1986","What is the true nature of Thena and Kro’s relationship? Plus, the Deviant priests reveal ancient secrets about the fate of their people!",Sal Buscema,Peter B. Gillis,Bob Layton,, Comic,, Free
The Eternals (1985 - 1986),(1985 - 1986),The Eternals (1985) #6,"March 01, 1986",The Eternals face treason from within as one of their most trusted members compromises their path to victory. The day belongs to the Deviants!,Sal Buscema,Peter B. Gillis,Keith Pollard,, Comic,, Free
The Eternals (1985 - 1986),(1985 - 1986),The Eternals (1985) #5,"February 01, 1986","Humanity quakes as Kro shores up his power! Ghaur is nowhere to be found, yet the Eternals still face exhausting odds. The Forgotten One enters the war.",Sal Buscema,Peter B. Gillis,Keith Pollard,, Comic,, Free
The Eternals (1985 - 1986),(1985 - 1986),The Eternals (1985) #2,"November 01, 1985","Who sits on the Deviants’ throne? A powerful ruler emerges, issuing a decree that the Eternals must forfeit their freedom to his Deviant subjects!",Sal Buscema,Peter B. Gillis,Walt Simonson,, Comic,, Free
The Fallen (2016),(2016),The Fallen (2016) #1,"August 17, 2016",CLASSIFIED,Mark Bagley,Greg Pak,Leinil Francis Yu, Marvel Universe, Comic,, $4.99
The Immortal Iron Fist (2006 - 2009),(2006 - 2009),The Immortal Iron Fist (2006) #13,"March 19, 2008","Two words, punks-BATTLE ROYALE! All the losers in the tournament in the Heart of Heaven get a chance to redeem themselves and obtain the ultimate victory...Danny Rand included! But if Danny couldn't win mano a mano, what hope does he have in a no-holds-barred kung-fu free-for-all of violence and carnage? And meanwhile, on Earth, the sinister Xao launches an attack almost a century in the making, and he won't stop until he's dancing on the ashes of K'un-Lun itself. Oh! And the final secrets of Danny Rand's birth are finally revealed.",,"Ed Brubaker, Matt Fraction",, Marvel Universe, Comic, T, $2.99
The Infinity Entity (2016),(2016),The Infinity Entity (2016) #4,"April 06, 2016","With his memories fully restored, an omnipotent Adam Warlock confronts the surprisingly unexpected true architect of all the universe's recent ills and destruction. This should make for a short story. But all is still not as it appears and our tale ends with a very unforeseen twist.",Alan Davis,Jim Starlin,Alan Davis, Marvel Universe, Comic, Rated T+, $3.99
The Invincible Iron Man (2004 - 2007),(2004 - 2007),Iron Man: Execute Program (Trade Paperback),"February 07, 2007","Carnivale's Daniel Knauf and CABLE & DEADPOOL's Patrick Zircher take the armored Avenger in an unexpected new direction! Having exposed himself to the Extremis enhancile, Tony Stark is a new man - literally! But that's what has his New Avengers allies worried! And who is the mysterious figure working his way down a list of politically sensitive targets? Collecting IRON MAN #7-12.
144 PGS./Rated A ...$14.99",,,,,,,
The Invincible Iron Man (2004 - 2007),(2004 - 2007),The Invincible Iron Man (2004) #13,"November 15, 2006","CIVIL WAR Tie-In! He's perhaps the most misunderstood figure in the whole of CIVIL WAR! But now, get inside the mind of Tony Stark, and learn why he feels that superhuman registration is necessary, and why he's taken it upon himself to lead the charge for its implementation!",Patch Zircher,Daniel Knauf,Adi Granov, Marvel Universe, Comic, T, $2.99
The Invincible Iron Man (2004 - 2007),(2004 - 2007),The Invincible Iron Man (2004) #11,"August 16, 2006","Everything Tony Stark believed about himself has been called into question due to new revelations about the assassinations taking place around the globe. Now under attack by his teammates, Stark must work frantically to stop the killings, and to find more answers about the mysterious figure behind them.",Patch Zircher,"Charles Knauf, Daniel Knauf",Adi Granov, Marvel Universe, Comic, T, $2.99
The Invincible Iron Man (2004 - 2007),(2004 - 2007),The Invincible Iron Man (2004) #9,"June 21, 2006","Collateral damage is no object to a ruthless stranger, who continues working his way down a list of targets. A pattern is emerging, and Nick Fury wants answers. Meanwhile, tensions between Iron Man and the New Avengers ratchet up to the breaking point.",Patch Zircher,"Daniel Knauf, Charles Knauf",Adi Granov, Marvel Universe, Comic, T, $2.99
The Invincible Iron Man (2004 - 2007),(2004 - 2007),The Invincible Iron Man (2004) #5,"January 04, 2006",Extremis is loose and Tony may have to make a life-altering sacrifice to stop it.,Adi Granov,Warren Ellis,Adi Granov, Marvel Universe, Comic, T, $2.99
The Life of Captain Marvel (2018),(2018),The Life of Captain Marvel (2018) #5,"December 19, 2018","Carol Danvers believed she was alone in this world, the product of a chance encounter combined with a lifetime of heroism. But her destiny runs far deeper than she'd dreamed. Now a bloodthirsty Kree soldier is at her doorstep - but will she face this final challenge alone?","Marguerite Sauvage, Carlos Pacheco",Margaret Stohl,Julian Tedesco,, Comic, Rated T+, $3.99
The Life of Captain Marvel (2018),(2018),The Life of Captain Marvel (2018) #3,"September 19, 2018",Chaos descends on Captain Marvel's small coastal hometown! A deadly Kree warrior has finally tracked Carol home. But just what - or who - is the invader after? The moment you've been waiting for is here: Margaret Stohl and Carlos Pacheco bring you a reveal that will change Captain Marvel's destiny.,"Marguerite Sauvage, Carlos Pacheco",Margaret Stohl,Julian Tedesco,, Comic, Rated T+, $3.99
The Loners (2007 - 2008),(2007 - 2008),The Loners (2007) #6,"November 21, 2007","Attempting to put their costumed pasts behind them, the Loners have learned that super hero life can be hell, even in the City of Angels. In this final issue of the acclaimed series, the spandex self-help group is attacked from within -- as one of their members betrays them! Shaken to the core, a Loner departs for good... in a way you never saw coming! Be here for the finale of the series IGN.com calls ""an absolutely fascinating and ambitious concept.""
32 PGS./Rated T+ ...$2.99",Karl Moline,C.B. Cebulski,Jason Pearson, Marvel Universe, Comic, T, $2.99
The Loners (2007 - 2008),(2007 - 2008),The Loners (2007) #5,"September 12, 2007","The RUNAWAYS spin-off puts the spotlight on a former New Warrior! Once a proud team of high-flying teenage heroes, the New Warriors has become the most hated name in all America. For Turbo, the downfall and disgrace of her old team has been a hard pill to swallow. But as she tries to put her past behind her, can she face her future without hiding behind a mask? Plus, what old Marvel character makes their exciting return to continuity this issue? Writer C.B. Cebulski (X-MEN FAIRY TALES) and artist Karl Moline (Route 666) keep you guessing and the critics raving!
32 PGS./Rated T+ ...$2.99",,,, Marvel Universe, Comic, T, $2.99
The Marvels (2021 - Present),(2021 - Present),,,,,,,,,,
The Marvels Project (2009 - 2010),(2009 - 2010),The Marvels Project (2009) #3,"October 14, 2009","Nazi spies infiltrate the secret US government's Super-Soldier Experiment... and while the Torch learns what it means to be both human and a hero, Prince Namor arrives in New York looking for nothing more than vengeance!",Steve Epting,Ed Brubaker,,, Comic,, $3.99
The Mighty Avengers (2007 - 2010),(2007 - 2010),The Mighty Avengers (2007) #24,"April 22, 2009","Join Quicksilver as he races around the globe, hunting down the Mighty Avengers! Plus, what's Hank Pym's problem with Mr. Fantastic? And what does Norman Osborn have in store for Earth's Mightiest Heroes?",Rafa Sandoval,Dan Slott,, Marvel Universe, Comic, A, $2.99
The Mighty Avengers (2007 - 2010),(2007 - 2010),The Mighty Avengers (2007) #10,"March 12, 2008",Iron Man and the Sentry are stuck in the past with none other than Doctor Doom. Can Tony Stark trust Victor Von Doom to help get them back to the present before the Sentry has a complete meltdown? Guest starring the Fantastic Four's Thing!,Mark Bagley,Brian Michael Bendis,, Marvel Universe, Comic, A, $2.99
The Mighty Captain Marvel (2017 - 2018),(2017 - 2018),The Mighty Captain Marvel (2017) #126,"November 22, 2017","DARK ORIGIN Part 2. They say you can’t go home again…but what about a creepy, dark version of your childhood home? CAROL DANVERS finds herself in just such a place and brings new meaning to sneaking out of the house! Plus, as ALPHA FLIGHT endeavors to find Carol, what they do find will change everything!",Michele Bandini,Margaret Stohl,Philip J. Noto,, Comic, Rated T+, $3.99
The Mighty Thor (2011 - 2012),(2011 - 2012),The Mighty Thor (2011) #12,"March 28, 2012",Thor vs Tanarus! Asgardia vs. the Troll Insurrection! The All-Mother vs. the Norn Queen!,,,, Marvel Universe, Comic, T+, $3.99
The Mighty Thor (2011 - 2012),(2011 - 2012),The Mighty Thor (2011) #10,"January 25, 2012",Tanarus vs. Heimdall! Thor struggles to free himself before the Demogorge consumes him and a starship full of other fallen gods! What did Loki and the Surfer find in the desert and how can it help a god no one can remember?,Pasqual Ferry,Matt Fraction,, Marvel Universe, Comic, T+, $3.99
The Mighty Valkyries (2021),(2021),The Mighty Valkyries (2021) #2,"May 19, 2021","THE MYSTERY OF THE NEWEST VALKYRIE UNFOLDS! The biggest new addition to the Marvel Universe finally fulfills a promise years in the making! On the planet of Perdita lives an ancient power — imprisoned. Leashed. Valkyrie goes to free it — and herself. And she must work quickly, for back on Midgard, Jane Foster has fallen into the sights of Kraven the Hunter! The killer stalks a beast from another plane, one whom Loki claims threatens the lives of every mortal. But there is more to this creature than meets the eye. Can the gaze of a Valkyrie reveal the secrets behind the wolf and his unearthly origin?","Mattia De Iulis, Erica D'URSO","Torunn Gronbekk, Jason Aaron",Mattia De Iulis,, Comic, Rated T+, $3.99
The New Mutants Marvel Graphic Novel (1982),(1982),The New Mutants Marvel Graphic Novel (1982),"November 01, 1982","Upon realizing their powers, several young mutants seek out Professor X for help. Now these New Mutants must defeat the Hellfire Club's Donald Pierce, who has captured Xavier and recruited Sam Guthrie, the mutant Cannonball!",Bob Mcleod,Chris Claremont,,, Comic,, Free
The Order (2002),(2002),The Order (2002) #5,"August 01, 2002",Nighthawk and his allies have discovered the secret of how to restore The Order!,Ivan Reis,Kurt Busiek,Jesus Merino,, Comic,, Free
The Order (2002),(2002),The Order (2002) #4,"July 01, 2002","The Order face tumult from within, as the Hulk goes rogue -- and undergoes a further transformation that provides revelations about the nature of the team itself! Meanwhile, Nighthawk and company must make a daring commando raid on the Order's HQ in a desperate bid for the mystic key that could lead to victory!",Dan Jurgens,Kurt Busiek,Jesus Merino,, Comic,, Free
The Order (2007 - 2008),(2007 - 2008),The Order (2007) #7,"January 23, 2008","The U.S. military is on high alert. Civilians are being evacuated. S.H.I.E.L.D. has been mobilized. One man stands between crisis and happy ending. That man is Henry Hellrung, the leader of the Order.",Barry Kitson,Matt Fraction,, Marvel Universe, Comic, T, $2.99
The Punisher (1987 - 1995),(1987 - 1995),The Punisher (1987) #85,"December 01, 1993",V.I.G.I.L. takes aim at Punisher after their funding is threatened for failing to come up with any major arrests. Lt. Blackwell blames one man: Frank Castle. The Punisher must escape a web of smugglers and an organization with a vendetta against him.,Hugh Haynes,Steven Grant,Mark Mckenna,, Comic,, Free
The Punisher (1987 - 1995),(1987 - 1995),The Punisher (1987) #73,"December 01, 1992","Punisher always seems to make enemies with one gang or another. This time, V.I.G.I.L. will fill that slot quite nicely.",Doug Braithwaite,"Dan Abnett, Andy Lanning",Doug Braithwaite,, Comic,, Free
The Punisher (1987 - 1995),(1987 - 1995),The Punisher (1987) #71,"October 01, 1992",Back in the U.S. of A! Frank Castle finds America and his city in not quite the same shape as he left it…,Doug Braithwaite,"Andy Lanning, Dan Abnett",Doug Braithwaite,, Comic,, Free
The Punisher (1987 - 1995),(1987 - 1995),The Punisher (1987) #67,"August 01, 1992",Kingpin is seeking to make Europe the new home of his crime-ridden empire. Punisher will have to continue past one of his henchmen first in order to reach the head honcho.,Doug Braithwaite,"Andy Lanning, Dan Abnett",Doug Braithwaite,, Comic,, Free
The Punisher (1987 - 1995),(1987 - 1995),The Punisher (1987) #39,"September 15, 1990",Punisher seeks aid within a Mayan temple to restore his face after Jigsaw’s brutal slashing!,Jack Slamn,Mike Baron,Denys Cowan,, Comic,, Free
The Punisher (1987 - 1995),(1987 - 1995),The Punisher (1987) #28,"December 15, 1989",The PUNISHER brings the fight to Latveria when he's targeted by Doctor Doom!,Bill Reinhold,Mike Baron,,, Comic,, Free
The Punisher (1987 - 1995),(1987 - 1995),The Punisher (1987) #21,"July 01, 1989",The Punisher enters the ring to knock out a corrupt promoter who’s looking to cash in on an unsuspecting boxer.,Erik Larsen,Mike Baron,Erik Larsen,, Comic,, Free
The Punisher (1987 - 1995),(1987 - 1995),The Punisher (1987) #14,"December 01, 1988",The Kingpin employs a gang of teenagers to do his every bidding. Frank Castle goes undercover as a substitute teacher to disrupt this gun and drugs supply chain!,Whilce Portacio,Mike Baron,Whilce Portacio,, Comic,, Free
The Punisher (1987 - 1995),(1987 - 1995),The Punisher (1987) #12,"October 01, 1988",Frank Castle must take down a murderous cult leader…from inside prison walls!,Whilce Portacio,Mike Baron,Whilce Portacio,, Comic,, Free
The Punisher (1987 - 1995),(1987 - 1995),The Punisher (1987) #9,"June 01, 1988","The Punisher burns the metaphorical candle at both ends -- not only is he shaking down insider trading on Wall Street, but he’s also got his hands full with an indiscriminate killer! Who is the Skid Row Slasher?",Whilce Portacio,Mike Baron,Whilce Portacio,, Comic,, Free
The Punisher (1987 - 1995),(1987 - 1995),The Punisher (1987) #3,"October 01, 1987",Frank Castle attempts to start anew in the American Midwest -- but this period of tranquility doesn’t last long!,Klaus Janson,Mike Baron,Klaus Janson,, Comic,, Free
The Punisher (1987 - 1995),(1987 - 1995),The Punisher (1987) #1,"July 01, 1987",Punisher's one man war on crime ramps us as he turns his focus to the drug trade!,Klaus Janson,Mike Baron,Klaus Janson,, Comic,, Free
The Punisher (2011 - 2012),(2011 - 2012),The Punisher (2011) #9,"March 14, 2012","• Two Punishers For The Price Of One! But They Ain’t Partners. • The Exchange Tries To Solve Their Punisher Problem, Permanently, With The Aid Of Some Unique Technology. • It Gets Loud.",,"Bryan Hitch, Paul Neary, Paul Mounts",,, Comic,, $2.99
The Punisher (2014 - 2015),(2014 - 2015),The Punisher (2014) #1,"February 05, 2014","For years, The Punisher has waged a war on crime in New York City with an array of very large guns, but a lead on a major source of drugs, weapons, and more has set his many sights due west. NOW! Frank Castle's in the City of Angels, looking to give the devil his due. Things aren't all they appear, though, with a highly trained military hit squad hot on Frank's tail. Caught between a posse of Punisher predators and targets of his own one-man-war, Frank's manifest destiny may be a shallow grave!",,Nathan Edmondson,,, Comic,, $3.99
The Punisher (2016 - 2018),(2016 - 2018),The Punisher (2016) #7,"December 21, 2016","""INTO THE WILD"" STARTS NOW! You can't keep Frank Castle buried for long. The Punisher's mission to bring down a super-powered drug ring reaches new heights. As his quest sends him deep into the woods of the Northeast, it's time for the Punisher to go off road. But as he gets deeper into the wilderness, has the predator finally become the prey? Plus, Agent Ortiz chased Frank into hell and came out the other side. Now she's out for revenge?",Steve Dillon,Becky Cloonan,Declan Shalvey,, Comic,, $3.99
The Punisher (2016 - 2018),(2016 - 2018),The Punisher (2016) #6,"October 12, 2016","SEMPER FIDELIS. An EXPLOSIVE dispatch from the war zone that is the Punisher?s past! Where would Frank be without Olaf? Chasing Condor in New York, or a grave in Arlington? How the marine and his commander parted ways, revealed for the first time!",Steve Dillon,Becky Cloonan,Declan Shalvey,, Comic,, $3.99
The Punisher War Zone (1992 - 1995),(1992 - 1995),PUNISHER: BARBARIAN WITH A GUN TPB (Trade Paperback),"November 12, 2008","Collects Punisher: War Zone #26-30. The island of Puerto Dulce's name means ""Sweet Port,"" but there's nothing sweet about getting skewered on sugar cane! The Punisher's been enslaved in a Caribbean jungle, and escape means going through prisoners, revolutionaries, and alligators! Will he catch his drug-dealing quarry before their shared enemies beat him to it? Guest-starring Ice Phillips from Marvel's controversial series THE 'NAM!",,,,,,,
The Punisher War Zone (1992 - 1995),(1992 - 1995),The Punisher War Zone (1992) #34,"December 01, 1994",Frank Castle discovers that a pack of Russian mobsters are carrying something a far more dangerous than heroin...,,,,, Comic,, Free
The Punisher War Zone (1992 - 1995),(1992 - 1995),The Punisher War Zone (1992) #28,"June 01, 1994",Ice and Microchip attempt to spring Frank Castle from prison!,,Rafael Kayanan,,, Comic,, Free
The Punisher War Zone (1992 - 1995),(1992 - 1995),The Punisher War Zone (1992) #26,"April 01, 1994","The Punisher visits a tropical island to take on a drug kingpin, and he's not going to hold back.",,Rafael Kayanan,,, Comic,, Free
The Punisher War Zone (1992 - 1995),(1992 - 1995),The Punisher War Zone (1992) #19,"September 01, 1993",Wolverine and the Punisher team up to defeat the Architect!,Hugh Haynes,"Dan Abnett, Andy Lanning",,, Comic,, Free
The Punisher War Zone (1992 - 1995),(1992 - 1995),The Punisher War Zone (1992) #2,"April 01, 1992","Punisher's undercover mission starts to bear fruit as he's able to cross off more names on his hitlist! Plus, motorcycle chases and bullets galore!",,,,, Comic,, Free
The Punisher War Zone (1992 - 1995),(1992 - 1995),The Punisher War Zone (1992) #21,"November 30, -0001",,,,,, Comic,, Free
The Punisher: Assassins' Guild Graphic Novel (1988),(1988),The Punisher: Assassins' Guild Graphic Novel (1988) #1,"January 01, 1988",Frank Castle joins a cult of assassins to take down an inhumane crime boss!,Jorge Zaffino,Jo Duffy,Jorge Zaffino, Marvel Universe, Comic,, Free
